NAME,Site_Name,distance_to_site_miles,ZIP,STATE,CITY,CNTY,LAT,LON
Woodstock Elementary School,Linemaster Switch Corp.,0.35316546364667134,6281,CT,Woodstock,9150,41.944576,-71.962709
SEVERO E. COLBERG RAMIREZ,Cabo Rojo Ground Water Contamination,0.3564948936743955,623,PR,CABO ROJO,72023,18.08708,-67.152165
Clay Hill Public Charter School,Kane & Lombard Street Drums,0.3564957454212893,21224,MD,Baltimore,24510,39.290969,-76.539039
Joseph B. Lancaster Elementary School,Madisonville Creosote Works,0.3565861073420533,70447,LA,Madisonville,22103,30.43231,-90.19965
San Cayetano Elementary,Pacific Coast Pipe Lines,0.3571199173976313,93016,CA,Fillmore,6111,34.4041,-118.9091
Northeast College Prep Charter Scho,Southeast Hennepin Area Groundwater and Vapor,0.3579381809723123,55413,MN,MINNEAPOLIS,27053,44.992287,-93.211573
Carter Lake Elementary School,American Lake Gardens/McChord AFB,0.3588631684217068,98439,WA,JBLM McChord Field,53053,47.128703,-122.521361
Lincoln Elementary School,Northernaire Plating,0.3608314611780488,49601,MI,CADILLAC,26165,44.2625,-85.4036
Blaine Re-Engagement,Oeser Co,0.3610557156114563,98225,WA,Bellingham,53073,48.765703,-122.510531
Jose Antonio Vargas Elementary,Intel Corp. (Mountain View Plant),0.3611445817677895,94043,CA,Mountain View,6085,37.393258,-122.062058
Crooked Billet El Sch,Fischer & Porter Co.,0.36248986041817155,19040,PA,Hatboro,42091,40.184479,-75.099367
Frank Ward Strong School,Durham Meadows,0.362948114274745,6422,CT,Durham,9130,41.4762,-72.679
Theuerkauf Elementary,"Spectra-Physics, Inc.",0.36319161210831846,94043,CA,Mountain View,6085,37.405141,-122.084133
New Century School,Koppers Coke,0.3633109093545294,55108,MN,SAINT PAUL,27123,44.969706,-93.159299
LINCOLN ELEMENTARY SCHOOL,Iowa-Nebraska Light & Power Co,0.36450232725354886,68701,NE,NORFOLK,31119,42.029469,-97.411023
NCS Online Program,Koppers Coke,0.36512003301478924,55108,MN,SAINT PAUL,27123,44.969689,-93.159328
New Century School Secondary,Koppers Coke,0.36512003301478924,55108,MN,SAINT PAUL,27123,44.969689,-93.159328
Western Heights Middle,Central Chemical (Hagerstown),0.3673229924788542,21740,MD,Hagerstown,24043,39.66,-77.729
PS 133 WILLIAM A BUTLER,Gowanus Canal,0.3676266608165101,11217,NY,BROOKLYN,36047,40.68008,-73.980589
Ironton Sch,Heleva Landfill,0.3677604718769711,18037,PA,Coplay,42077,40.6656,-75.5635
Denver Center for International Studies at Fairmon,Denver Radium Site,0.3679018945361926,80223,CO,DENVER,8031,39.7201,-104.9947
Great Valley HS,Malvern TCE,0.368417765672866,19355,PA,Malvern,42029,40.0564,-75.5674
LaMonte-Annex Elementary School,Brook Industrial Park,0.3685722128758072,8805,NJ,Bound Brook,34035,40.563533,-74.541534
West Essex Middle School,Unimatic Manufacturing Corporation,0.3700837025384254,7006,NJ,NORTH CALDWELL,34013,40.8741,-74.2658
PS 372 CHILDREN'S SCHOOL (THE),Gowanus Canal,0.3703640657121844,11215,NY,BROOKLYN,36047,40.676505,-73.985461
BUSHWICK ASCEND CHARTER SCHOOL,Wolff-Alport Chemical Company,0.3705922677602445,11221,NY,BROOKLYN,36047,40.693714,-73.908976
Dover High School,Reilly Tar & Chemical Corp. (Dover Plant),0.37257635009420015,44622,OH,Dover,39157,40.522523,-81.481467
Odyssey Charter,Jet Propulsion Laboratory (NASA),0.3731124111277453,91001,CA,Altadena,6037,34.199331,-118.161272
Waynesboro Middle School,Mallory Capacitor Co.,0.3732614885399629,38485,TN,Waynesboro,47181,35.3134,-87.7627
VERONA ELEM.,Syntex Facility,0.3733540380858341,65769,MO,VERONA,29109,36.961024,-93.79376
VERONA HIGH,Syntex Facility,0.3733540380858341,65769,MO,VERONA,29109,36.961024,-93.79376
Portola High,El Toro Marine Corps Air Station,0.3734360500708284,92618,CA,Irvine,6059,33.672275,-117.713834
Maple Wood Elementary School,Somersworth Sanitary Landfill,0.37433846509850704,3878,NH,Somersworth,33017,43.252257,-70.878663
Dover Middle School,Dover Municipal Well 4,0.3757566364750796,7801,NJ,DOVER,34027,40.889558,-74.547496
East Dover Elementary School,Dover Municipal Well 4,0.3757566364750796,7801,NJ,DOVER,34027,40.889558,-74.547496
Tweedy Elementary,Southern Avenue Industrial Area,0.37657841871928444,90280,CA,South Gate,6037,33.943093,-118.182354
DePue High School,DePue/New Jersey Zinc/Mobil Chemical Corp.,0.3775224726307002,61322,IL,DePue,17011,41.322828,-89.307167
DePue Elem School,DePue/New Jersey Zinc/Mobil Chemical Corp.,0.3775224726307002,61322,IL,DePue,17011,41.322828,-89.307167
Providencia Elementary,San Fernando Valley (Area 1),0.3777470073655531,91505,CA,Burbank,6037,34.188722,-118.34494
ALOMA HIGH CHARTER,"City Industries, Inc.",0.37900679971325557,32792,FL,WINTER PARK,12095,28.603854,-81.305567
Prescott Elementary School,Peoples Natural Gas Co.,0.3799401669740865,52001,IA,Dubuque,19061,42.504409,-90.66628
Jackson Junior High,Argonaut Mine,0.3804106163536472,95642,CA,Jackson,6005,38.3529,-120.7787
PS 68 CAMBRIDGE,Wolff-Alport Chemical Company,0.38262606222639334,11385,NY,RIDGEWOOD,36081,40.6969,-73.8973
Shandin Hills Middle,Newmark Ground Water Contamination,0.3832270154046794,92407,CA,San Bernardino,6071,34.167,-117.3164
Cajon High,Newmark Ground Water Contamination,0.383746779444686,92407,CA,San Bernardino,6071,34.1762,-117.309
Mona Shores Middle School,Kaydon Corp.,0.3859842867551786,49441,MI,MUSKEGON,26121,43.1963,-86.2861
Cadence Park,El Toro Marine Corps Air Station,0.38664402554602295,92618,CA,Irvine,6059,33.680958,-117.721912
SCHUYLERVILLE HIGH SCHOOL,Hudson River PCBs,0.38707530631139664,12871,NY,SCHUYLERVILLE,36091,43.1059,-73.5814
GARDEN CITY HIGH SCHOOL,Fulton Avenue,0.38793896938804495,11530,NY,GARDEN CITY,36059,40.7331,-73.653
Florida Avenue Elementary School,Bayou Bonfouca,0.38829948902834943,70458,LA,Slidell,22103,30.2834,-89.7778
SOUTH SALEM ELEMENTARY SCHOOL,Port Washington Landfill,0.3893356838292597,11050,NY,PORT WASHINGTON,36059,40.8187,-73.6741
SOUTH SIDE ELEMENTARY SCHOOL,Picayune Wood Treating,0.38951249770975127,39466,MS,Picayune,28109,30.521891,-89.695559
Visual and Performing Arts at Legacy High School Complex,Cooper Drum Company,0.3905765602761176,90280,CA,South Gate,6037,33.941394,-118.178813
Sci Tech Engr Arts and Math at Legacy High Sch Complex,Cooper Drum Company,0.3905765602761176,90280,CA,South Gate,6037,33.941394,-118.178813
International Studies Lrng Center at Legacy High Sch Complex,Cooper Drum Company,0.3905765602761176,90280,CA,South Gate,6037,33.941394,-118.178813
Paden City Elementary School,Paden City Groundwater,0.39066499812314126,26159,WV,Paden City,54103,39.610533,-80.925652
RESERVED FOR FUTURE USE,"Lane Plating Works, Inc.",0.3908042035804777,75241,TX,DALLAS,48113,32.692493,-96.765596
BARACK OBAMA MALE LEADERSHIP ACAD AT A MACEO SMITH,"Lane Plating Works, Inc.",0.3908042035804777,75241,TX,DALLAS,48113,32.692493,-96.765596
MATH AND SCIENCE EXPLORATORY SCHOOL (THE),Gowanus Canal,0.3911538164030282,11217,NY,BROOKLYN,36047,40.6838,-73.9804
BROOKLYN HIGH SCHOOL OF THE ARTS,Gowanus Canal,0.3911538164030282,11217,NY,BROOKLYN,36047,40.6838,-73.9804
Skyline Math & Science Academy OLL,South Minneapolis Residential Soil Contamination,0.3917514298745221,55406,MN,MINNEAPOLIS,27053,44.954973,-93.235311
Skyline Math and Science Academy,South Minneapolis Residential Soil Contamination,0.3917514298745221,55406,MN,MINNEAPOLIS,27053,44.954973,-93.235311
COLUMBUS RESIDENTIAL JUVENILE FACILITY,Reeves Southeastern Galvanizing Corp.,0.39204481797203006,33619,FL,TAMPA,12057,27.966786,-82.341903
Ridgeview Elem,"Chemical Commodities, Inc.",0.3936401278877231,66061,KS,Olathe,20091,38.8772,-94.7983
West Orange Early Childhood Learning Center,U.S. Radium Corp.,0.39436196041775584,7052,NJ,West Orange,34013,40.785943,-74.233124
TAMPA RESIDENTIAL FACILITY,Reeves Southeastern Galvanizing Corp.,0.395115784294749,33619,FL,TAMPA,12057,27.96682,-82.340877
Gulph EL Sch,Stanley Kessler,0.39528887292228576,19406,PA,King of Prussia,42091,40.078765,-75.351758
Morgan Center School,Bremerton Gasworks,0.39565479703996376,98337,WA,Bremerton,53035,47.57327,-122.63874
Bremerton High School,Bremerton Gasworks,0.39565479703996376,98337,WA,Bremerton,53035,47.57327,-122.63874
Dr. J.P. Cleary Elementary School,Garden State Cleaners Co.,0.39614405139885905,8341,NJ,MINOTOLA,34001,39.5135,-74.9477
Great Falls Elementary School,Keddy Mill,0.39651322237124226,4038,ME,Gorham,23005,43.735111,-70.432465
Maywood Campus,Maywood Chemical Co.,0.39686286272208765,7607,NJ,MAYWOOD,34003,40.899762,-74.063126
JOSE COLLAZO COLON,Juncos Landfill,0.3971985661059673,777,PR,JUNCOS,72077,18.225306,-65.903253
Brick Township Memorial High School,Brick Township Landfill,0.39846271913023795,8724,NJ,BRICK,34029,40.1043,-74.129
PS 261 ZIPPORIAH MILLS,Gowanus Canal,0.39946194505505034,11201,NY,BROOKLYN,36047,40.6873,-73.9886
West De Pere High,Better Brite Plating Chrome & Zinc Shops,0.3998764181249735,54115,WI,De Pere,55009,44.4432,-88.0792
POLK VIRTUAL FRANCHISE,Landia Chemical Company,0.40016262673162944,33815,FL,LAKELAND,12105,28.037481,-81.973021
POLK VIRTUAL INSTRUCTION PROGRAM,Landia Chemical Company,0.40016262673162944,33815,FL,LAKELAND,12105,28.037481,-81.973021
POLK FULL TIME ESCHOOL,Landia Chemical Company,0.40016262673162944,33815,FL,LAKELAND,12105,28.037481,-81.973021
West High,Utah Power & Light/American Barrel Co.,0.40058219922164984,84103,UT,SALT LAKE CITY,49035,40.774742,-111.900444
HIALEAH GARDENS SENIOR HIGH SCHOOL,"Pepper Steel & Alloys, Inc.",0.4016605540892786,33018,FL,HIALEAH GARDENS,12086,25.8795,-80.353209
Amador County Special Education,Argonaut Mine,0.40192032902708186,95642,CA,Jackson,6005,38.352978,-120.778292
Amador County ROP,Argonaut Mine,0.40192032902708186,95642,CA,Jackson,6005,38.352978,-120.778292
Nelson Elementary,Industrial Waste Processing,0.4025524944931462,93650,CA,Pinedale,6019,36.84175,-119.816671
Ardmore Elementary School,Ten-Mile Drain,0.40275895096978775,48081,MI,SAINT CLAIR SHORES,26099,42.4905,-82.8929
Cascade Heights Public Charter School,Northwest Pipe & Casing/Hall Process Co,0.40422982533951196,97015,OR,Clackamas,41005,45.412088,-122.569611
Mary Raber Elementary School,Wayne Waste Oil,0.40570880334191084,46725,IN,Columbia City,18183,41.1581,-85.4783
Lincoln International Studies School,"Allied Paper, Inc./Portage Creek/Kalamazoo River",0.4061306877844628,49007,MI,KALAMAZOO,26077,42.300424,-85.583004
ALCOTT ELEMENTARY SCHOOL,Hastings Ground Water Contamination,0.40677872360859924,68901,NE,HASTINGS,31001,40.586567,-98.376836
Dr. Charles P. DeFuccio School,PJP Landfill,0.4069003991327467,7306,NJ,JERSEY CITY,34017,40.7302,-74.0806
George Washington Elementary,McCormick & Baxter Creosoting Co.,0.4077413177856737,95203,CA,Stockton,6077,37.945089,-121.313282
Pennsauken High School,Swope Oil & Chemical Co.,0.4088561523977525,8110,NJ,PENNSAUKEN,34007,39.9868,-75.0273
DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,Gowanus Canal,0.41138631587951896,11201,NY,BROOKLYN,36047,40.685271,-73.993565
SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL,Gowanus Canal,0.41138631587951896,11201,NY,BROOKLYN,36047,40.685271,-73.993565
BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES (THE),Gowanus Canal,0.41138631587951896,11201,NY,BROOKLYN,36047,40.685271,-73.993565
PERRYTON KINDER,City of Perryton Well No. 2,0.41171363131344146,79070,TX,PERRYTON,48357,36.3963,-100.8099
Tindley Genesis Academy,Keystone Corridor Ground Water Contamination,0.4119910078456809,46205,IN,Indianapolis,18097,39.830664,-86.115978
NORFOLK JR HIGH SCHOOL,Iowa-Nebraska Light & Power Co,0.4120259207161947,68701,NE,NORFOLK,31119,42.026662,-97.414537
Evergreen Elementary,Omega Chemical Corporation,0.41388921022504854,90602,CA,Whittier,6037,33.9638,-118.0414
Lincoln Park Elementary School,Kaydon Corp.,0.41683072110971925,49441,MI,MUSKEGON,26121,43.1994,-86.2989
Pioneer Elem School,Kerr-McGee (Residential Areas),0.4180628031033196,60185,IL,West Chicago,17043,41.875494,-88.214697
Edgar Middle School,Chemical Insecticide Corp.,0.41839371010094184,8840,NJ,METUCHEN,34023,40.5313,-74.3619
Alliance Leichtman-Levine FAM Foundation Env Sci High,San Fernando Valley (Area 4),0.41856078968582344,90065,CA,Los Angeles,6037,34.113259,-118.246685
Troy High School,West Troy Contaminated Aquifer,0.4186842703042991,45373,OH,Troy,39109,40.045946,-84.200984
CASS LAKE-BENA ELEMENTARY,St. Regis Paper Co.,0.4196431599309787,56633,MN,CASS LAKE,27021,47.38148,-94.603341
TULOSO-MIDWAY ACADEMIC CAREER CENTER,Brine Service Company,0.4198944686574295,78409,TX,CORPUS CHRISTI,48355,27.810873,-97.513239
Brandywine Elementary,Brandywine DRMO,0.42106335736734685,20613,MD,Brandywine,24033,38.6965,-76.8526
SOUTH HOUSTON EL,Geneva Industries/Fuhrmann Energy,0.42144781949965604,77587,TX,SO HOUSTON,48201,29.663089,-95.243951
Jack Benny Middle School,Yeoman Creek Landfill,0.4227719059642549,60087,IL,Waukegan,17097,42.394916,-87.847462
MAGNOLIA MONTESSORI ACADEMY,Landia Chemical Company,0.4233470318037104,33815,FL,LAKELAND,12105,28.035192,-81.974164
P A S S LEARNING CTR,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113,32.771583,-96.868992
JUVENILE JUSTICE AEP,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113,32.771583,-96.868992
P A S S LEARNING CTR,RSR Corp.,0.42347028125398284,75235,TX,DALLAS,48113,32.771583,-96.868992
DALLAS COUNTY JJAEP,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113,32.771583,-96.868992
DALLAS CO SCHOOL FOR ACCELERATED LRNG,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113,32.771583,-96.868992
DALLAS COUNTY JJAEP,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113,32.771583,-96.868992
DALLAS COUNTY JJAEP CFB CAMPUS,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113,32.771583,-96.868992
P A S S LEARNING CTR,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113,32.771583,-96.868992
DRC CAMPUS,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113,32.771583,-96.868992
PASS LEARNING CTR,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113,32.771583,-96.868992
P A S S LEARNING CTR,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113,32.771583,-96.868992
DALLAS COUNTY JJAEP DESOTO CAMPUS,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113,32.771583,-96.868992
P A S S LEARNING CTR,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113,32.771583,-96.868992
Roosevelt Elementary School,"Cornell Dubilier Electronics, Inc.",0.42492630764790884,7080,NJ,SOUTH PLAINFIELD,34023,40.570451,-74.416061
Franklin School,"Curcio Scrap Metal, Inc.",0.42621899147400394,7663,NJ,SADDLE BROOK,34003,40.8935,-74.0962
Cheraw High,Burlington Industries Cheraw,0.4274074158631008,29520,SC,Cheraw,45025,34.692621,-79.914016
Westville Elementary School,Cam-Or Inc.,0.42752056538908284,46391,IN,Westville,18091,41.541903,-86.893832
Westville High School,Cam-Or Inc.,0.42752056538908284,46391,IN,Westville,18091,41.541903,-86.893832
Byram Lakes Elementary School,Mansfield Trail Dump,0.42779068457023783,7874,NJ,STANHOPE,34037,40.9344,-74.7034
VOA High,General Mills/Henkel Corp.,0.42794203272626297,55413,MN,MINNEAPOLIS,27053,44.99462,-93.2286
VOA High Extended,General Mills/Henkel Corp.,0.42794203272626297,55413,MN,MINNEAPOLIS,27053,44.99462,-93.2286
Harriman Middle School,Clinch River Corporation,0.4284088778595479,37748,TN,Harriman,47145,35.937808,-84.541755
Argonaut High,Argonaut Mine,0.42856505030754655,95642,CA,Jackson,6005,38.3562,-120.7928
ORLANDO SCIENCE MIDDLE HIGH CHARTER,Chevron Chemical Co. (Ortho Division),0.42886100354200535,32804,FL,ORLANDO,12095,28.5737,-81.4128
Digital Pioneers Academy PCS - Capitol Hill,Washington Navy Yard,0.429274796854063,20003,DC,Washington,11001,38.880683,-76.990612
Spencer Elementary School,Franklin Street Groundwater Contamination,0.4293179936741507,47460,IN,Spencer,18119,39.2903,-86.7606
JAMES RODRIGUEZ ELEMENTARY,North Railroad Avenue Plume,0.43069005838690266,87532,NM,ESPANOLA,35039,35.995133,-106.087572
Stevenson Elementary,"Spectra-Physics, Inc.",0.4314366975803583,94043,CA,Mountain View,6085,37.403389,-122.083817
Wayne County Virtual School,Mallory Capacitor Co.,0.4319916840122438,38485,TN,Waynesboro,47181,35.312483,-87.762914
EDISON PARK K-8 CENTER,Continental Cleaners,0.4320647329003625,33150,FL,MIAMI,12086,25.835843,-80.204851
Long Middle,Burlington Industries Cheraw,0.4326408020254797,29520,SC,Cheraw,45025,34.698148,-79.905153
East High,700 South 1600 East PCE Plume,0.4335541301723234,84102,UT,SALT LAKE CITY,49035,40.750899,-111.855296
APOLO SAN ANTONIO,Vega Alta Public Supply Wells,0.43383632801516026,692,PR,VEGA ALTA,72143,18.412313,-66.33333
PS 58 CARROLL (THE),Gowanus Canal,0.43401724888707743,11231,NY,BROOKLYN,36047,40.6804,-73.9955
Clearwater Elementary,Clearwater Finishing,0.4348713132941428,29822,SC,Clearwater,45003,33.495691,-81.896333
HAPPY EL,North East 2nd Street (formerly Attebury Grain Storage Facility),0.4356280827172159,79042,TX,HAPPY,48437,34.74561,-101.861016
HAPPY H S,North East 2nd Street (formerly Attebury Grain Storage Facility),0.4369813669886929,79042,TX,HAPPY,48437,34.746226,-101.860928
Anacostia HS,Washington Navy Yard,0.43719899667114354,20020,DC,Washington,11001,38.86992,-76.982691
Lincoln School,Petoskey Municipal Well Field,0.43761322718950496,49770,MI,PETOSKEY,26047,45.3711,-84.9697
Enslen Elementary,Modesto Ground Water Contamination,0.4385752044495514,95354,CA,Modesto,6099,37.65345,-120.999968
Bergen Arts and Sciences Charter School,Garfield Ground Water Contamination,0.43938352875417985,7026,NJ,GARFIELD,34003,40.874152,-74.09855
Park Avenue Elementary School,U.S. Radium Corp.,0.4396286236696556,7050,NJ,ORANGE,34013,40.776,-74.2242
CLARKE MIDDLE SCHOOL,New Cassel/Hicksville Ground Water Contamination,0.44017746356252957,11590,NY,WESTBURY,36059,40.7473,-73.5647
Maywood Avenue School,Maywood Chemical Co.,0.441189169748986,7607,NJ,MAYWOOD,34003,40.9001,-74.0624
The Excel Center - Papago,"Motorola, Inc. (52nd Street Plant)",0.4424176911974068,85008,AZ,PHOENIX,4013,33.465276,-111.977159
North Side Middle School,Main Street Well Field,0.44327644778703523,46514,IN,Elkhart,18039,41.7015,-85.974
Oak Park El Sch,North Penn - Area 6,0.44337366209605183,19446,PA,Lansdale,42091,40.2547,-75.2956
YES PREP - 5TH WARD,"Many Diversified Interests, Inc.",0.44378331522151926,77020,TX,HOUSTON,48201,29.774066,-95.330075
SCHUYLERVILLE ELEMENTARY SCHOOL,Hudson River PCBs,0.4440057833498641,12871,NY,SCHUYLERVILLE,36091,43.1065,-73.5837
SCHUYLERVILLE MIDDLE SCHOOL,Hudson River PCBs,0.4440057833498641,12871,NY,SCHUYLERVILLE,36091,43.1065,-73.5837
LUDI PENA MARTIN ACCELERATED EDUCATION CENTER,City of Perryton Well No. 2,0.444932745835269,79070,TX,PERRYTON,48357,36.4069,-100.803731
Washington Middle,Sporlan Valve Plant #1,0.44537535519241406,63090,MO,WASHINGTON,29071,38.545975,-91.009803
W TRESPER CLARKE HIGH SCHOOL,New Cassel/Hicksville Ground Water Contamination,0.4458576422217232,11590,NY,WESTBURY,36059,40.7472,-73.5647
Jefferson El Sch,"Rodale Manufacturing Co., Inc.",0.44596481723268466,18049,PA,Emmaus,42077,40.537,-75.4967
PS 369 COY L COX SCHOOL,Gowanus Canal,0.44646781775482025,11217,NY,BROOKLYN,36047,40.6873,-73.9833
Nitro Elementary School,"Fike Chemical, Inc.",0.44668365202680105,25143,WV,Nitro,54039,38.420447,-81.840484
South Weber School,Hill Air Force Base,0.44732551186686104,84405,UT,SOUTH WEBER,49011,41.13175,-111.94768
Katherine Johnson Education Center,Waite Park Wells,0.4484682342910894,56303,MN,SAINT CLOUD,27145,45.564588,-94.223257
Crittenden Middle,"Spectra-Physics, Inc.",0.44864152578946476,94043,CA,Mountain View,6085,37.411647,-122.085432
Franklin Elementary School,Highway 3 PCE,0.4486729663656905,51031,IA,Le Mars,19149,42.787586,-96.161725
Tyee Park Elementary School,Lakewood,0.44883240525141965,98499,WA,Lakewood,53053,47.1491,-122.5083
LARKDALE ELEMENTARY SCHOOL,Wingate Road Municipal Incinerator Dump,0.45097897665181386,33311,FL,LAUDERHILL,12011,26.139966,-80.190035
ROBERT E PEARY SCHOOL,Wolff-Alport Chemical Company,0.4542363505345604,11385,NY,RIDGEWOOD,36081,40.6988,-73.905
TEXANS CAN ACADEMY - HOUSTON HOBBY,Geneva Industries/Fuhrmann Energy,0.45452350484069554,75208,TX,DALLAS,48201,29.658115,-95.257243
Los Paseos Elementary,Fairchild Semiconductor Corp. (South San Jose Plant),0.4545841631933775,95139,CA,San Jose,6085,37.227501,-121.769602
Westlawn Elementary,Amcast Industrial Corporation,0.4545888159801249,53012,WI,Cedarburg,55089,43.2874,-87.991
HOWARD ELEMENTARY SCHOOL,Cleburn Street Well,0.45471773997669795,68801,NE,GRAND ISLAND,31079,40.931564,-98.349379
